stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,wheelchair_boarding
PJ523,,PJ523-Mapocho Norte / Esq. Rolando Petersen,-33.421829,-70.747364,,0
PJ524,,PJ524-Parada / Gimnasio Municipal Cerro Navia,-33.421782,-70.751315,,0
PJ479,,PJ479-Avenida La Estrella / Esq. El Nocedal,-33.424005,-70.751601,,0
PJ480,,PJ480-Avenida La Estrella / Esq. Av. José J. Pérez,-33.427074,-70.750981,,0
PJ1971,,PJ1971-Parada / Pque. La.Hondonada,-33.427245,-70.763756,,0
PJ1668,,PJ1668-Av. José J. Pérez / Esq. Villarrica,-33.426279,-70.765895,,0
PJ1982,,PJ1982-Río Viejo Sur / Esq. El Tranque,-33.425788,-70.769477,,0
PJ1701,,PJ1701-El Tranque / Esq. Río Itata,-33.428576,-70.770606,,0
PJ1721,,PJ1721-Río Itata / Esq. Av. J. Guzmán Riesco,-33.428432,-70.772098,,0
PJ1602,,PJ1602-Río Itata / Esq. Los.Maitenes Pte.,-33.427563,-70.774667,,0
PJ1766,,PJ1766-Parada 1 / Rot. Boulevard Aeropuerto,-33.427345,-70.778054,,0
PJ1056,,PJ1056-Salar De Atacama / Esq. Los. Maitenes-Oriente,-33.432098,-70.779891,,0
PI97,,PI97-Avenida El Olimpo / Esq. Avenida Sur,-33.521727,-70.775267,,0
PI98,,PI98-Avenida El Olimpo / Esq. Avenida Portales,-33.518269,-70.775321,,0
PI566,,PI566-Parada / Liceo Domingo Matte,-33.516007,-70.754585,,0
PI567,,PI567-4 Álamos / Esq. Santa Gemita,-33.516121,-70.750025,,0
PI568,,PI568-4 Álamos / Esq. 2ª Transversal,-33.516217,-70.747721,,0
PA465,,PA465-Parada 5 / (M) Parque O'Higgins,-33.460502,-70.655619,,0
PA466,,PA466-Lord Cochrane / Esq. Eyzaguirre,-33.453699,-70.654095,,0
PA467,,PA467-Lord Cochrane / Esq. Eleuterio Ramírez,-33.450538,-70.654540,,0
PA468,,PA468-Lord Cochrane / Esq. Tarapacá,-33.448177,-70.654902,,0
PA86,,PA86-Parada 9 / (M) La Moneda,-33.445468,-70.657416,,0
PI613,,PI613-4 Álamos / Esq. 1ª Transversal,-33.516035,-70.751028,,0
PI614,,PI614-Parada / Liceo Domingo Matte,-33.515947,-70.754598,,0
PI615,,PI615-4 Álamos / Esq. Av. Los Pajaritos,-33.516229,-70.757021,,0
PI157,,PI157-Avenida El Olimpo / Esq. Avenida Sur,-33.521228,-70.775401,,0
PI158,,PI158-Avenida El Olimpo / Esq. Nueva San Martín,-33.524213,-70.775464,,0
PI159,,PI159-Avenida El Olimpo / Esq. Nido De Aguila,-33.526869,-70.775166,,0
PI160,,PI160-Avenida El Olimpo / Esq. Av. Alfredo Silva,-33.530050,-70.772883,,0
PI616,,PI616-Sergio Silva / Esq. Liceo,-33.533227,-70.776967,,0
PI212,,PI212-Av. Américo Vespucio / Esq. Av. El Descanso,-33.469602,-70.761572,,0
PJ1684,,PJ1684-Avenida La Estrella / Esq. Lebreles,-33.464926,-70.753405,,0
PJ253,,PJ253-Avenida La Estrella / Esq. El Abeto,-33.457649,-70.751389,,0
PJ254,,PJ254-Avenida La Estrella / Esq. Avenida La Travesia,-33.456082,-70.750944,,0
PJ549,,PJ549-Avenida La Travesía / Esq. Estados Unidos,-33.456642,-70.747666,,0
PJ550,,PJ550-Avenida La Travesía / Esq. Mar De Drake,-33.457052,-70.745371,,0
PJ551,,PJ551-Avenida La Travesía / Esq. Juan Guzmán C.,-33.457663,-70.741857,,0
PJ552,,PJ552-Avenida La Travesía / Esq. Los Tucanes,-33.458206,-70.738982,,0
PI754,,PI754-Av. Gral. Oscar Bonilla / Esq. Ministro Gana,-33.456672,-70.718652,,0
PJ96,,PJ96-Parada 5 / (M) Pajaritos,-33.456990,-70.716969,,0
PI457,,PI457-Parada 3 / (M) Ecuador,-33.456324,-70.700546,,0
PI339,,PI339-Parada 3 / Concón,-33.455247,-70.695955,,0
PI439,,PI439-Parada 3 / (M) Universidad De Santiago,-33.453400,-70.687884,,0
PA469,,PA469-Parada 8 / Plaza Ercilla,-33.456472,-70.659442,,0
PD643,,PD643-Parada 1 / Suárez Mujica,-33.458793,-70.623473,,0
PD996,,PD996-Quebrada Camarones / Esq. Lago O'Higgins,-33.470020,-70.535421,,0
PD997,,PD997-Quebrada Camarones / Esq. Valle Hermoso,-33.467075,-70.533976,,0
PD502,,PD502-Río Claro / Esq. Los Baqueanos,-33.469704,-70.532383,,0
PD503,,PD503-Río Claro / Esq. Av. Las Parcelas,-33.473139,-70.533389,,0
PD731,,PD731-Av. Diagonal Las Torres / Esq. Alvaro Casanova,-33.476514,-70.525922,,0
PD1439,,PD1439-Av. Diagonal Las Torres / Esq. Álvaro Casanova,-33.481142,-70.523739,,0
PD394,,PD394-Avenida Tobalaba / Esq. Av. Las Parcelas,-33.470944,-70.553447,,0
PD1429,,PD1429-Av. Diagonal Las Torres / Esq. Álvaro Casanova,-33.480960,-70.523529,,0
PD1394,,PD1394-Av. Diagonal Las Torres / Esq. Avenida Grecia,-33.479696,-70.524130,,0
PD733,,PD733-Av. Diagonal Las Torres / Esq.  Quebrada De Taltal,-33.476983,-70.525452,,0
PD734,,PD734-Av. Diagonal Las Torres / Esq.  Quebrada De Taltal,-33.476373,-70.525746,,0
PD498,,PD498-Río Claro / Esq. Paso Nevado,-33.470054,-70.532405,,0
PD499,,PD499-Río Claro / Esq. Valle Hermoso,-33.467801,-70.531749,,0
PD1022,,PD1022-Quebrada Camarones / Esq. Lago O'Higgins,-33.469720,-70.535418,,0
PD1023,,PD1023-Quebrada Camarones / Esq. Av. Las Parcelas,-33.472546,-70.536191,,0
PD369,,PD369-Avenida Tobalaba / Esq. Laura Rodríguez,-33.471019,-70.553637,,0
PD1412,,PD1412-Parada 7 / Tobalaba - Avenida Grecia,-33.472902,-70.555000,,0
PA470,,PA470-Parada 6 / Plaza Ercilla,-33.455867,-70.661014,,0
PA471,,PA471-Vergara / Esq. Gorbea,-33.452462,-70.661524,,0
PA472,,PA472-Vergara / Esq. Sazié,-33.449890,-70.661923,,0
PI454,,PI454-Parada 2 / San Borja,-33.451721,-70.682574,,0
PI458,,PI458-Parada 2 / (M) Ecuador,-33.455968,-70.700815,,0
PJ165,,PJ165-Parada 6 / (M) Las Rejas,-33.457568,-70.708042,,0
PJ215,,PJ215-Avenida Ecuador / Esq. Isla Decepción,-33.457707,-70.712252,,0
PI759,,PI759-Parada 2 / (M) Pajaritos,-33.457022,-70.715696,,0
PI760,,PI760-Av. Gral. Oscar Bonilla / Esq. Ministro Gana,-33.456501,-70.718412,,0
PJ628,,PJ628-Avenida La Travesía / Esq. Diag. Teniente Cruz,-33.457551,-70.741566,,0
PJ629,,PJ629-Avenida La Travesía / Esq. Mar De Drake,-33.456949,-70.744940,,0
PJ630,,PJ630-Avenida La Travesía / Esq. Jorge Prat,-33.456481,-70.747588,,0
PJ631,,PJ631-Avenida La Travesía / Esq. Avenida La Estrella,-33.455817,-70.750801,,0
PJ235,,PJ235-Avenida La Estrella / Esq. El Abeto,-33.457391,-70.751528,,0
PJ236,,PJ236-Avenida La Estrella / Esq. Avenida Laguna-Sur,-33.459868,-70.752188,,0
PJ982,,PJ982-Avenida Los Mares / Esq. Oceanía,-33.464715,-70.757278,,0
PI1652,,PI1652-Av. Américo Vespucio / Esq. Camino El Olivo,-33.466930,-70.762525,,0
PJ260,,PJ260-Avenida La Estrella / Esq. Salvador Gutiérrez,-33.416392,-70.753351,,0
PJ735,,PJ735-Parada / Escuela Violeta Parra,-33.418723,-70.752811,,0
PJ983,,PJ983-Avenida La Estrella / Esq. Cartaxo,-33.420379,-70.752445,,0
PJ984,,PJ984-Avenida La Estrella / Esq. Avenida Mapocho,-33.421620,-70.752159,,0
PJ481,,PJ481-Avenida La Estrella / Esq. Av. José J. Pérez,-33.428894,-70.750683,,0
PJ985,,PJ985-Avenida La Estrella / Esq. Zapallar,-33.430805,-70.750475,,0
PJ986,,PJ986-Avenida La Estrella / Esq. Av. San Daniel,-33.432038,-70.750600,,0
PJ171,,PJ171-Parada / Liceo C87,-33.444481,-70.750007,,0
PJ123,,PJ123-Parada / Muni. Pudahuel,-33.444764,-70.744919,,0
PJ987,,PJ987-Parada 5 / (M) Pudahuel,-33.444752,-70.741748,,0
PJ173,,PJ173-Parada / Villa Los Maitenes,-33.444673,-70.736830,,0
PJ1777,,PJ1777-Parada / Villa Los Poetas,-33.444621,-70.733865,,0
PJ126,,PJ126-Parada 1 / Las Torres - San Pablo,-33.444597,-70.731306,,0
PJ175,,PJ175-Avenida San Pablo / Esq. Gral. J. Buendía,-33.444529,-70.727407,,0
PJ184,,PJ184-Parada 5 / (M) San Pablo,-33.444378,-70.723928,,0
PJ1573,,PJ1573-Parada 8 / (M) San Pablo,-33.446806,-70.723376,,0
PJ686,,PJ686-Parada 3 / (M) Neptuno,-33.451331,-70.723037,,0
PJ908,,PJ908-Avenida Dorsal / Esq. Min Gana,-33.451546,-70.719075,,0
PJ909,,PJ909-Avenida Dorsal / Esq. Hiram,-33.451119,-70.716674,,0
PJ1038,,PJ1038-Avenida Dorsal / Esq. Isla Decepción,-33.450688,-70.713946,,0
PJ911,,PJ911-Avenida Dorsal / Esq. España,-33.450237,-70.711630,,0
PJ912,,PJ912-Avenida Dorsal / Esq. Las Palmas,-33.449912,-70.709700,,0
PJ913,,PJ913-Avenida Dorsal / Esq. Av. Las Rejas-Norte,-33.449517,-70.707173,,0
PJ19,,PJ19-Avenida Las Rejas / Esq. Nueva Imperial,-33.446719,-70.707257,,0
PJ34,,PJ34-Nueva Imperial / Esq. Radal,-33.445973,-70.702924,,0
PJ33,,PJ33-Radal / Esq. Porto Seguro,-33.447938,-70.702751,,0
PI1393,,PI1393-Radal / Esq. Buzo Sobenes,-33.450154,-70.702823,,0
PI1392,,PI1392-Radal / Esq. La Coruña,-33.452134,-70.702323,,0
PI1395,,PI1395-Radal / Esq. Avenida Ecuador,-33.453963,-70.701783,,0
PA683,,PA683-U. Latinoamericana / Esq. S. Sanfuentes,-33.451208,-70.673981,,0
PA832,,PA832-U. Latinoamericana / Esq. Blanco Encalada,-33.458139,-70.672355,,0
PA680,,PA680-Parada / Penitenciaría,-33.473484,-70.659977,,0
PA672,,PA672-Luis Cousiño / Esq. Av. Gral. Rondizzoni,-33.470389,-70.659545,,0
PA628,,PA628-Nataniel Cox / Esq. Franklin,-33.472463,-70.649764,,0
PH797,,PH797-Santa Elena / Esq. Carlos Fernández,-33.473251,-70.626251,,0
PH1552,,PH1552-Parada 3 / Paradero 2 Av.Vicuña Mackenna,-33.475027,-70.623606,,0
PD1319,,PD1319-Av. Rodrigo De Araya / Esq. Til Til,-33.474779,-70.618993,,0
PD1317,,PD1317-Av. Rodrigo De Araya / Esq. Avenida Marathon,-33.474738,-70.614213,,0
PD551,,PD551-Parada 4 / Calle 1A - Avenida Grecia,-33.473049,-70.556461,,0
PD552,,PD552-Parada 4 / Ictinos - Avenida Grecia,-33.472159,-70.561114,,0
PD516,,PD516-Parada 4 / Los Molineros - Av. Grecia,-33.470989,-70.566973,,0
PD517,,PD517-Parada 4 / Cruz Almeyda - Avenida Grecia,-33.469989,-70.572152,,0
PD555,,PD555-Parada 4 / Ado Chile,-33.467606,-70.580532,,0
PD650,,PD650-Avenida Marathon / Esq. Carlos Dittborn,-33.463923,-70.615147,,0
PD651,,PD651-Avenida Marathon / Esq. Calle 2,-33.467503,-70.614192,,0
PD652,,PD652-Avenida Marathon / Esq. Guillermo Mann,-33.470310,-70.614039,,0
PD1353,,PD1353-Guillermo Mann / Esq. Francisco Meneses,-33.470688,-70.616429,,0
PD653,,PD653-Guillermo Mann / Esq. Calle 6,-33.470817,-70.618642,,0
PD654,,PD654-Guillermo Mann / Esq. Lo Encalada,-33.470935,-70.620928,,0
PD655,,PD655-Parada 4 / Paradero 1 Av.Vicuña Mackenna,-33.471535,-70.623545,,0
PH1630,,PH1630-Celia Solar / Esq. Santa Elena,-33.472163,-70.625936,,0
PI1394,,PI1394-Radal / Esq. La Coruña,-33.452627,-70.702080,,0
PI1391,,PI1391-Radal / Esq. Buzo Sobenes,-33.450578,-70.702693,,0
PI1269,,PI1269-Radal / Esq. Porto Seguro,-33.448445,-70.702682,,0
PJ878,,PJ878-Avenida Dorsal / Esq. Los Ediles,-33.449828,-70.709675,,0
PJ879,,PJ879-Avenida Dorsal / Esq. España,-33.450085,-70.711295,,0
PJ880,,PJ880-Avenida Dorsal / Esq. Santa Marta,-33.450699,-70.714637,,0
PJ882,,PJ882-Avenida Dorsal / Esq. Pardo Villalón,-33.451053,-70.716852,,0
PJ1066,,PJ1066-Territorio Antártico / Esq. Froilán Bijou,-33.448239,-70.719617,,0
PJ1065,,PJ1065-Territorio Antártico / Esq. Neptuno,-33.448385,-70.722351,,0
PJ1586,,PJ1586-Parada 10 / (M) San Pablo,-33.444963,-70.722880,,0
PJ1776,,PJ1776-Avenida San Pablo / Esq. Las Madreselvas,-33.444366,-70.726504,,0
PJ991,,PJ991-Parada 2 / Las Torres - San Pablo,-33.444475,-70.731610,,0
PJ151,,PJ151-Parada / Villa Los Poetas,-33.444498,-70.734312,,0
PJ152,,PJ152-Parada / Villa Los Maitenes,-33.444522,-70.736218,,0
PJ1604,,PJ1604-Parada 6 / (M) Pudahuel,-33.444540,-70.741675,,0
PJ154,,PJ154-Parada / Muni. Pudahuel,-33.444553,-70.744239,,0
PJ155,,PJ155-Parada / Liceo C87,-33.444348,-70.750159,,0
PJ156,,PJ156-Parada 2 / San Pablo - La Estrella,-33.444086,-70.752902,,0
PJ995,,PJ995-Rolando Petersen / Esq. Mostar,-33.431027,-70.750156,,0
PJ996,,PJ996-Rolando Petersen / Esq. Av. José J. Pérez,-33.429529,-70.749689,,0
PJ997,,PJ997-Avenida La Estrella / Esq. Luis Lazzarini,-33.420438,-70.752209,,0
PJ1017,,PJ1017-Parada / Escuela Violeta Parra,-33.418202,-70.752789,,0
PA668,,PA668-Parada 12 / (M) Los Héroes,-33.446498,-70.660141,,0
PA342,,PA342-Parada 7 / Plaza Italia,-33.437878,-70.636835,,0
PD1360,,PD1360-Parada 7 / (M) Plaza Egaña,-33.453489,-70.569170,,0
PD785,,PD785-Paula Jaraquemada / Esq. Blest Gana,-33.455192,-70.568263,,0
PD786,,PD786-Paula Jaraquemada / Esq. Fco. De Villagra,-33.457218,-70.568066,,0
PD1043,,PD1043-Av. José Arrieta / Esq. Capilla De Lo Arrieta,-33.463570,-70.543736,,0
PD1044,,PD1044-Av. José Arrieta / Esq. Camino Peñalolén,-33.462947,-70.541604,,0
PD1045,,PD1045-Av. José Arrieta / Esq. Av. Consistorial,-33.463381,-70.539245,,0
PD1046,,PD1046-Av. José Arrieta / Esq. Quebrada De Suca,-33.464230,-70.535997,,0
PD1047,,PD1047-Av. José Arrieta / Esq. Qda. De Camarones,-33.464995,-70.533334,,0
PC1044,,PC1044-Parada 3 / (M) Santa Isabel,-33.447290,-70.631200,,0
PA487,,PA487-Av. General Bustamante / Esq. Malaquías Concha,-33.449407,-70.629963,,0
PD426,,PD426-Parada 11 / (M) Irarrázaval,-33.452074,-70.629241,,0
PD737,,PD737-Av. Diagonal Las Torres / Esq. Av. José Arrieta,-33.465944,-70.530799,,0
PD1020,,PD1020-Av. José Arrieta / Esq. Calle 1,-33.465187,-70.532150,,0
PD1027,,PD1027-Av. José Arrieta / Esq. Comb. De Iquique,-33.464212,-70.535503,,0
PD1028,,PD1028-Av. José Arrieta / Esq. Av. Consistorial,-33.463286,-70.538725,,0
PD1029,,PD1029-Av. José Arrieta / Esq. Laura Rodríguez,-33.462806,-70.541307,,0
PD804,,PD804-Javiera Carrera Sur / Esq. Fco. De Villagra,-33.459215,-70.566814,,0
PD805,,PD805-Javiera Carrera Sur / Esq. Blest Gana,-33.455659,-70.566544,,0
PD806,,PD806-Javiera Carrera Sur / Esq. Avenida Larraín,-33.453578,-70.566876,,0
PA375,,PA375-Parada 2 / (M) Universidad De Chile,-33.443905,-70.652191,,0
PA377,,PA377-Parada 2 / (M) Los Héroes,-33.446163,-70.661980,,0
PJ534,,PJ534-Avenida Carrascal / Esq. Embajador Gómez,-33.422304,-70.695754,,0
PJ1801,,PJ1801-Río Clarillo / Esq. Av. A. Vespucio,-33.435131,-70.783359,,0
PJ1052,,PJ1052-Salar De Surire / Esq. María Angélica,-33.434418,-70.774972,,0
PJ682,,PJ682-Av.J.M.Guzmán Riesco / Esq. Santa Cristina,-33.433013,-70.772577,,0
PJ817,,PJ817-Av.J.M.Guzmán Riesco / Esq. Río Itata,-33.429046,-70.772282,,0
PJ424,,PJ424-El Tranque / Esq. Cerro Vicuña,-33.436816,-70.771334,,0
PJ210,,PJ210-Av. Gral. Oscar Bonilla / Esq. El Salitre,-33.450350,-70.751143,,0
PJ211,,PJ211-Av. Gral. Oscar Bonilla / Esq. Rublo Ruso,-33.450913,-70.748205,,0
PJ212,,PJ212-Av. Gral. Oscar Bonilla / Esq. Los Ediles,-33.451468,-70.745332,,0
PJ213,,PJ213-Av. Gral. Oscar Bonilla / Esq. Rupia Hindú,-33.452038,-70.742396,,0
PJ1682,,PJ1682-Parada 7 / (M) Barrancas,-33.452613,-70.739353,,0
PJ907,,PJ907-Neptuno / Esq. Huelen Huala,-33.453755,-70.722107,,0
PJ191,,PJ191-Parada 2 / (M) Neptuno,-33.452069,-70.722246,,0
PJ914,,PJ914-Nueva Imperial / Esq. Gaspar De Orense,-33.446029,-70.700447,,0
PJ915,,PJ915-Nueva Imperial / Esq. Constantino,-33.445337,-70.696521,,0
PA6,,PA6-Parada 2 / Hospital San Juan De Dios,-33.441736,-70.679670,,0
PD343,,PD343-Ramón Cruz / Esq. Dublé Almeyda,-33.458633,-70.580491,,0
PD344,,PD344-Ramón Cruz / Esq. Av. Castillo Velasco,-33.460597,-70.580720,,0
PD658,,PD658-Ramón Cruz / Esq. José María Narbona,-33.463043,-70.581049,,0
PD659,,PD659-Ramón Cruz / Esq. Raúl Silva Castro,-33.464738,-70.581360,,0
PD660,,PD660-Parada 5 / Ado Chile,-33.466778,-70.581725,,0
PD567,,PD567-Ramón Cruz / Esq. Peatones 16,-33.469696,-70.582235,,0
PD568,,PD568-Ramón Cruz / Esq. Av. Rodrigo De Araya,-33.472014,-70.582218,,0
PD661,,PD661-Ramón Cruz / Esq. Amanda Labarca H,-33.474114,-70.581723,,0
PD662,,PD662-Ramón Cruz / Esq. Enrique Molina G.,-33.476940,-70.582409,,0
PD663,,PD663-Ramón Cruz / Esq. I. Carrera Pinto,-33.478817,-70.583060,,0
PD664,,PD664-Ramón Cruz / Esq. Los Limoneros,-33.480985,-70.583807,,0
PD665,,PD665-Ramón Cruz / Esq. Los Limoneros,-33.483564,-70.584705,,0
PD666,,PD666-Ramón Cruz / Esq. Las Madreselvas,-33.485117,-70.585238,,0
PD667,,PD667-Ramón Cruz / Esq. Avenida Quilín,-33.486612,-70.585756,,0
PD668,,PD668-Avenida Quilín / Esq. Los Evangelistas,-33.487854,-70.584836,,0
PD1440,,PD1440-Avenida Quilín / Esq. Sn. Vicente De Paul,-33.488446,-70.583255,,0
PD669,,PD669-San Vicente De Paul / Esq. San Lucas,-33.490857,-70.584902,,0
PD670,,PD670-San Vicente De Paul / Esq. Peatones Sn. Vicente,-33.492961,-70.586430,,0
PD671,,PD671-San Vicente De Paul / Esq. Eduardo Fabini,-33.494542,-70.587490,,0
PD672,,PD672-San Vicente De Paul / Esq. Campo Lindo,-33.496062,-70.588550,,0
PD673,,PD673-San Vicente De Paul / Esq. Cuadro Verde,-33.497710,-70.589717,,0
PD674,,PD674-San Vicente De Paul / Esq. Avenida Las Torres,-33.499158,-70.590760,,0
PD675,,PD675-Parada 10 / (M) Macul,-33.507285,-70.590081,,0
PD676,,PD676-Av. San Luis De Macul / Esq. Calle 334,-33.506542,-70.588920,,0
PD677,,PD677-Av. San Luis De Macul / Esq. Hojas Secas,-33.505658,-70.584767,,0
PD678,,PD678-Av. San Luis De Macul / Esq. Embalse La Palma,-33.505842,-70.583089,,0
PD679,,PD679-Av. San Luis De Macul / Esq. 4 Oriente,-33.506112,-70.580662,,0
PD680,,PD680-Av. San Luis De Macul / Esq. Pasaje Peatones 3,-33.506385,-70.578257,,0
PD681,,PD681-Av. San Luis De Macul / Esq. Los Cerezos,-33.506699,-70.575391,,0
PD133,,PD133-Av. San Luis De Macul / Esq. Los Soldadores,-33.507052,-70.572427,,0
PD134,,PD134-Av. San Luis De Macul / Esq. Pasaje Fresia,-33.507563,-70.568566,,0
PD135,,PD135-Av. San Luis De Macul / Esq. Gabriela Mistral,-33.508050,-70.564852,,0
PD136,,PD136-Av. San Luis De Macul / Esq. Avenida Tobalaba,-33.508530,-70.561133,,0
PE274,,PE274-Av. Departamental / Esq. Los Cerezos,-33.512132,-70.553758,,0
PD139,,PD139-Av. San Luis De Macul / Esq. Nueva 1,-33.508373,-70.561786,,0
PD140,,PD140-Av. San Luis De Macul / Esq. Las Cepas,-33.508110,-70.563806,,0
PD141,,PD141-Av. San Luis De Macul / Esq. Los Arrieros,-33.507678,-70.567065,,0
PD142,,PD142-Av. San Luis De Macul / Esq. Los Boteros,-33.507271,-70.570231,,0
PD143,,PD143-Av. San Luis De Macul / Esq. Nueva,-33.506954,-70.572551,,0
PD144,,PD144-Av. San Luis De Macul / Esq. Los Cerezos,-33.506648,-70.574846,,0
PD683,,PD683-Av. San Luis De Macul / Esq. Nevado 3 Cruces,-33.506229,-70.578665,,0
PD684,,PD684-Av. San Luis De Macul / Esq. Nevado Incahuasi,-33.506078,-70.579768,,0
PD685,,PD685-Av. San Luis De Macul / Esq. Central,-33.505672,-70.583520,,0
PD686,,PD686-Av. San Luis De Macul / Esq. Gral.Horacio Toro,-33.505486,-70.585181,,0
PD687,,PD687-Av. San Luis De Macul / Esq. Av. A. Vespucio,-33.506515,-70.589052,,0
PD689,,PD689-San Vicente De Paul / Esq. Calle 2,-33.497979,-70.589769,,0
PD690,,PD690-San Vicente De Paul / Esq. Campo Lindo,-33.496510,-70.588723,,0
PD691,,PD691-San Vicente De Paul / Esq. 1 Oriente,-33.494875,-70.587599,,0
PD692,,PD692-San Vicente De Paul / Esq. Sebastián Apóstol,-33.493270,-70.586460,,0
PD693,,PD693-San Vicente De Paul / Esq. San Lucas,-33.491257,-70.585047,,0
PD694,,PD694-San Vicente De Paul / Esq. Avenida Quilín,-33.488671,-70.583243,,0
PD695,,PD695-Avenida Quilín / Esq. Ramón Cruz Montt,-33.486917,-70.585492,,0
PD696,,PD696-Ramón Cruz / Esq. Las Madreselvas,-33.485623,-70.585139,,0
PD697,,PD697-Ramón Cruz / Esq. 3 Norte,-33.483194,-70.584466,,0
PD698,,PD698-Ramón Cruz / Esq. 4 Norte,-33.481810,-70.584000,,0
PD699,,PD699-Ramón Cruz / Esq. I. Carrera Pinto,-33.479496,-70.583182,,0
PD700,,PD700-Ramón Cruz / Esq. Enrique Molina G.,-33.477274,-70.582385,,0
PD701,,PD701-Ramón Cruz / Esq. Amanda Labarca H,-33.474734,-70.581740,,0
PD702,,PD702-Ramón Cruz / Esq. Av. Rodrigo De Araya,-33.472541,-70.581673,,0
PD703,,PD703-Ramón Cruz / Esq. Playa 2,-33.470277,-70.582226,,0
PD704,,PD704-Parada 6 / Ado Chile,-33.468243,-70.581760,,0
PD705,,PD705-Ramón Cruz / Esq. María Celeste,-33.465326,-70.581226,,0
PD706,,PD706-Ramón Cruz / Esq. José María Narbona,-33.463522,-70.580984,,0
PD707,,PD707-Ramón Cruz / Esq. Av. Castillo Velasco,-33.461121,-70.580656,,0
PD708,,PD708-Ramón Cruz / Esq. Dublé Almeyda,-33.459433,-70.580414,,0
PD1391,,PD1391-Ramón Cruz / Esq. Valparaíso,-33.457124,-70.580085,,0
PA384,,PA384-Parada 11 / Plaza Italia,-33.437092,-70.635490,,0
PA41,,PA41-Parada 6 / (M) Universidad Católica,-33.439235,-70.639409,,0
PA642,,PA642-Parada / Museo Artequín,-33.444016,-70.683792,,0
PA640,,PA640-Parada / Estadio Marista,-33.444107,-70.688005,,0
PA641,,PA641-Avenida Portales / Esq. Apóstol Santiago,-33.444325,-70.691572,,0
PJ1075,,PJ1075-Nueva Imperial / Esq. Díaz Sagredo,-33.444588,-70.692990,,0
PJ1074,,PJ1074-Nueva Imperial / Esq. Barros Arana,-33.445187,-70.696211,,0
PJ1608,,PJ1608-Nueva Imperial / Esq. Victorino Laynez,-33.445546,-70.697971,,0
PJ1610,,PJ1610-Nueva Imperial / Esq. Gaspar De Orense,-33.445936,-70.700052,,0
PJ1607,,PJ1607-Nueva Imperial / Esq. Radal,-33.445922,-70.702001,,0
PJ1609,,PJ1609-Nueva Imperial / Esq. Santa Petronila,-33.445903,-70.704917,,0
PJ1611,,PJ1611-Nueva Imperial / Esq. Avenida Las Rejas,-33.445934,-70.707055,,0
PJ1582,,PJ1582-Av. Las Rejas-Norte / Esq. Ciudadela,-33.447720,-70.707295,,0
PJ1819,,PJ1819-Avenida Dorsal / Esq. Las Acacias,-33.449507,-70.707564,,0
PJ883,,PJ883-Avenida Dorsal / Esq. Claudio Zúñiga,-33.451473,-70.719211,,0
PJ884,,PJ884-Parada 6 / (M) Neptuno,-33.451683,-70.722081,,0
PJ885,,PJ885-Neptuno / Esq. Av. Gral. O. Bonilla,-33.454060,-70.722869,,0
PI764,,PI764-Parada 6 / (M) Barrancas,-33.452556,-70.738720,,0
PJ216,,PJ216-Av. Gral. Oscar Bonilla / Esq. Rupia Hindú,-33.451920,-70.742017,,0
PJ217,,PJ217-Av. Gral. Oscar Bonilla / Esq. Los Ediles,-33.451357,-70.744934,,0
PJ218,,PJ218-Av. Gral. Oscar Bonilla / Esq. Rublo Ruso,-33.450788,-70.747892,,0
PJ219,,PJ219-Av. Gral. Oscar Bonilla / Esq. El Salitre,-33.450250,-70.750870,,0
PJ220,,PJ220-Av. Gral. Oscar Bonilla / Esq. Avenida La Estrella,-33.449572,-70.754136,,0
PJ886,,PJ886-Federico Errázuriz / Esq. Corona Sueca,-33.447297,-70.762439,,0
PJ887,,PJ887-Federico Errázuriz / Esq. Lucero,-33.445374,-70.763083,,0
PJ888,,PJ888-Federico Errázuriz / Esq. Av. San Pablo,-33.442254,-70.763988,,0
PJ160,,PJ160-Parada 2 / Serrano - San Pablo,-33.442802,-70.768444,,0
PJ819,,PJ819-Av.J.M.Guzmán Riesco / Esq. Lo Prado,-33.430002,-70.772566,,0
PJ1994,,PJ1994-Riva Riva / Esq. Pasaje Tahaí,-33.435844,-70.774425,,0
PJ1686,,PJ1686-Río Clarillo / Esq. Poike,-33.433458,-70.775321,,0
PJ1054,,PJ1054-Río Clarillo / Esq. Salar De Ascotán,-33.433347,-70.777585,,0
PJ56,,PJ56-Parada / Inba,-33.438578,-70.683050,,0
PJ57,,PJ57-Parada 2 / Santuario De Lourdes,-33.438810,-70.686340,,0
PJ58,,PJ58-Parada 4 / (M) Gruta De Lourdes,-33.439105,-70.690711,,0
PJ42,,PJ42-Av. Apóstol Santiago / Esq. Compañía De Jesús,-33.441376,-70.692078,,0
PJ43,,PJ43-Av. Apóstol Santiago / Esq. Nueva Imperial,-33.444270,-70.692296,,0
PJ44,,PJ44-Av. Apóstol Santiago / Esq. Porto Seguro,-33.446937,-70.692437,,0
PJ874,,PJ874-Porto Seguro / Esq. San Gumercindo,-33.447833,-70.694396,,0
PJ875,,PJ875-Porto Seguro / Esq. Blanco Garcés,-33.447688,-70.697158,,0
PJ876,,PJ876-Porto Seguro / Esq. Gaspar De Orense,-33.447850,-70.699878,,0
PJ877,,PJ877-Porto Seguro / Esq. Radal,-33.448161,-70.702383,,0
