stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,wheelchair_boarding
PC118,,PC118-Av. Padre Hurtado / Esq. Bocaccio,-33.400503,-70.544510,,0
PC119,,PC119-Av. Padre Hurtado / Esq. Edimburgo,-33.402287,-70.544402,,0
PC120,,PC120-Av. Padre Hurtado / Esq. Paraná,-33.404353,-70.544023,,0
PC1067,,PC1067-Parada 4 / (M) Los Dominicos,-33.408420,-70.545178,,0
PC662,,PC662-Av. Padre Hurtado-Sur / Esq. Círculo Apolo,-33.410223,-70.541908,,0
PC663,,PC663-Av. Padre Hurtado-Sur / Esq. Río Guadiana,-33.412970,-70.540801,,0
PC664,,PC664-Av. Padre Hurtado-Sur / Esq. Av. Cristóbal Colón,-33.416167,-70.539176,,0
PC543,,PC543-Av. Cristóbal Colón / Esq. Visviri,-33.416602,-70.540973,,0
PC544,,PC544-Av. Cristóbal Colón / Esq. Río Guadiana,-33.417117,-70.544936,,0
PC545,,PC545-Av. Cristóbal Colón / Esq. Imperial,-33.417369,-70.546908,,0
PC546,,PC546-Av. Cristóbal Colón / Esq. Guernica,-33.417658,-70.549150,,0
PC547,,PC547-Parada 4 / Rotonda Atenas,-33.417962,-70.552118,,0
PC125,,PC125-Avenida Tomás Moro / Esq. Nicosia,-33.420675,-70.553337,,0
PC443,,PC443-Avenida Tomás Moro / Esq. A. De Camargo,-33.421993,-70.553574,,0
PC126,,PC126-Avenida Tomás Moro / Esq. Alejandro Fleming,-33.425170,-70.554104,,0
PC127,,PC127-Avenida Tomás Moro / Esq. Latadia,-33.427090,-70.554265,,0
PC128,,PC128-Parada 3 / Rotonda Tomás Moro,-33.430061,-70.554400,,0
PD1380,,PD1380-Alc. M. De La Lastra / Esq. Alberto Jenschke,-33.432465,-70.554713,,0
PD238,,PD238-Alc. M. De La Lastra / Esq. Alc. Rutilio Rivas,-33.434306,-70.554845,,0
PD239,,PD239-Avenida Salvador / Esq. Nocedal,-33.436835,-70.556393,,0
PD240,,PD240-Avenida Salvador / Esq. Av. Príncipe De Gales,-33.438538,-70.556553,,0
PD241,,PD241-Príncipe De Gales / Esq. V. Pérez Rosales,-33.439461,-70.552356,,0
PD242,,PD242-V. Pérez Rosales / Esq. Avenida Echeñique,-33.442107,-70.553242,,0
PD243,,PD243-V. Pérez Rosales / Esq. Av. Simón Bolivar,-33.444385,-70.552297,,0
PD244,,PD244-V. Pérez Rosales / Esq. A. De Henares,-33.446883,-70.551483,,0
PD245,,PD245-V. Pérez Rosales / Esq. José Zapiola Cortez,-33.449006,-70.551426,,0
PD246,,PD246-V. Pérez Rosales / Esq. Avenida Larraín,-33.450843,-70.551387,,0
PD247,,PD247-Avenida Larrain / Esq. El Olmo,-33.451150,-70.549363,,0
PD248,,PD248-Parada / Aeródromo Tobalaba,-33.450893,-70.546759,,0
PD249,,PD249-Avenida Larrain / Esq. Jorge Alessandri,-33.451212,-70.543816,,0
PD250,,PD250-Parada 3 / Hospital Militar,-33.451942,-70.540161,,0
PD251,,PD251-Dip. Laura Rodríguez / Esq. Pasaje 16,-33.453783,-70.540345,,0
PD252,,PD252-Dip. Laura Rodríguez / Esq. Melinka,-33.456067,-70.540668,,0
PD253,,PD253-Dip. Laura Rodríguez / Esq. Talinay,-33.458208,-70.540986,,0
PD254,,PD254-Talinay / Esq. Jorge Alessandri,-33.458149,-70.545177,,0
PD255,,PD255-Parada / Lider - La Reina,-33.460605,-70.546828,,0
PD1379,,PD1379-Jorge Alessandri / Esq. Av. José Arrieta,-33.462835,-70.547568,,0
PD256,,PD256-Av. José Arrieta / Esq. Mariano Sánchez F.,-33.462610,-70.550685,,0
PD257,,PD257-Av. José Arrieta / Esq. Jacinto Chacón,-33.462521,-70.552808,,0
PD258,,PD258-Av. José Arrieta / Esq. Tobias Barros,-33.462513,-70.554816,,0
PD1373,,PD1373-Av. José Arrieta / Esq. Diego Rojas,-33.462513,-70.556215,,0
PD259,,PD259-Av. José Arrieta / Esq. Bramante,-33.462496,-70.557659,,0
PD260,,PD260-Av. José Arrieta / Esq. Julio Montebruno,-33.462471,-70.559619,,0
PD657,,PD657-Av. José Arrieta / Esq. Dragones De La Reina,-33.462261,-70.562829,,0
PD261,,PD261-Av. José Arrieta / Esq. J. Carrera-Sur,-33.461231,-70.565883,,0
PD262,,PD262-Av. José Arrieta / Esq. Paula Jaraquemada,-33.460124,-70.568993,,0
PD263,,PD263-Av. José Arrieta / Esq. Av. A. Vespucio,-33.459130,-70.571687,,0
PD189,,PD189-Parada 1 / (M) Grecia,-33.468586,-70.576389,,0
PD265,,PD265-Av. Américo Vespucio / Esq. Psje. Alejandro Ríos,-33.472358,-70.577385,,0
PD266,,PD266-Av. Américo Vespucio / Esq. Psje.Amanda Labarca,-33.474969,-70.577932,,0
PD190,,PD190-Parada 1 / (M) Los Presidentes,-33.479235,-70.578822,,0
PD267,,PD267-Av. Américo Vespucio / Esq. Las Madreselvas,-33.481986,-70.579410,,0
PD191,,PD191-Parada 1 / (M) Quilín,-33.486949,-70.580464,,0
PD268,,PD268-Av. Américo Vespucio / Esq. Pasaje Peatones 3,-33.491745,-70.582199,,0
PD269,,PD269-Av. Américo Vespucio / Esq. Sta. T. De Los Andes,-33.495139,-70.584342,,0
PD192,,PD192-Parada 1 / (M) Las Torres,-33.498576,-70.586541,,0
PD270,,PD270-Av. Américo Vespucio / Esq. Armando Pesantes,-33.504317,-70.589266,,0
PE1296,,PE1296-Parada 1 / (M) Vicuña Mackenna,-33.519124,-70.596080,,0
PE1275,,PE1275-Av. Vicuña Mackenna / Esq. Rojas Magallanes,-33.535567,-70.593132,,0
PE1273,,PE1273-Parada 3 / Paradero 19 Av.Vicuña Mackenna,-33.539190,-70.591467,,0
PE1345,,PE1345-Parada 3 / Paradero 20 Av.Vicuña Mackenna,-33.543275,-70.589610,,0
PE657,,PE657-Santa Amalia / Esq. Av. Walker Martínez,-33.543313,-70.592030,,0
PE658,,PE658-Santa Amalia / Esq. Manutara,-33.543257,-70.594757,,0
PE1344,,PE1344-Santa Amalia / Esq. Marte,-33.542861,-70.597148,,0
PE659,,PE659-Santa Amalia / Esq. El Algarrobo,-33.542819,-70.599755,,0
PE660,,PE660-Santa Amalia / Esq. Av. Santa Raquel,-33.542770,-70.603262,,0
PE197,,PE197-Avenida Trinidad / Esq. Río Mañihuales,-33.546686,-70.605390,,0
PE198,,PE198-Avenida Trinidad / Esq. Las Gardenias,-33.546680,-70.608176,,0
PE199,,PE199-Avenida Trinidad / Esq. Punta Arenas,-33.546627,-70.610318,,0
PE200,,PE200-Avenida Trinidad / Esq. Isla Quiriquina,-33.546545,-70.612868,,0
PE201,,PE201-Avenida Trinidad / Esq. Coronel,-33.546374,-70.614721,,0
PE202,,PE202-Bahía Catalina / Esq. Higueritas,-33.548163,-70.614457,,0
PE203,,PE203-Bahía Catalina / Esq. Río Yeso,-33.550396,-70.613820,,0
PE204,,PE204-Bahía Catalina / Esq. Pedro Lira,-33.551792,-70.613428,,0
PE205,,PE205-Bahía Catalina / Esq. Sn. José De La.Estrella,-33.553911,-70.612824,,0
PE206,,PE206-Bahía Catalina / Esq. Santo Tomás,-33.555419,-70.612377,,0
PE207,,PE207-Bahía Catalina / Esq. El Trombón,-33.556918,-70.611956,,0
PG275,,PG275-Bahía Catalina / Esq. Los Timbales,-33.557871,-70.611686,,0
PG276,,PG276-Bahía Catalina / Esq. Gral. Arriagada,-33.559558,-70.611215,,0
PG277,,PG277-Bahía Catalina / Esq. San Miguel,-33.561803,-70.610569,,0
PE1330,,PE1330-Bahía Catalina / Esq. María Elena,-33.563565,-70.610288,,0
PE209,,PE209-Bahía Catalina / Esq. Pleamar,-33.566795,-70.609838,,0
PE210,,PE210-Bahía Catalina / Esq. Lontananza,-33.569064,-70.609467,,0
PE1305,,PE1305-Troncal Sn. Francisco / Esq. 4 Oriente,-33.570330,-70.610806,,0
PF166,,PF166-4 Oriente / Esq. Borde Sur,-33.573216,-70.610883,,0
PF267,,PF267-4 Oriente / Esq. Cabo Leones,-33.575998,-70.610363,,0
PF781,,PF781-4 Oriente / Esq. Cabo Vírgenes,-33.577653,-70.610064,,0
PF794,,PF794-Cabo Vírgenes / Esq. Los Cipreses,-33.577551,-70.606767,,0
PF869,,PF869-Los Cipreses / Esq. Cabo Leones,-33.575751,-70.606797,,0
PF827,,PF827-Cabo De Hornos / Esq. Bahía Catalina,-33.574195,-70.608334,,0
PF164,,PF164-Bahía Catalina / Esq. Jazmín De La India,-33.572466,-70.608781,,0
PF165,,PF165-Bahía Catalina / Esq. Troncal Sn.Francisco,-33.570189,-70.609172,,0
PE211,,PE211-Bahía Catalina / Esq. Recalada Sur,-33.569029,-70.609342,,0
PE212,,PE212-Bahía Catalina / Esq. Tegualda,-33.566047,-70.609803,,0
PE213,,PE213-Bahía Catalina / Esq. María Elena,-33.563955,-70.610108,,0
PE214,,PE214-Bahía Catalina / Esq. San Miguel,-33.562215,-70.610362,,0
PE215,,PE215-Bahía Catalina / Esq. Cuarzo,-33.558967,-70.611247,,0
PE216,,PE216-Bahía Catalina / Esq. Agata,-33.556995,-70.611818,,0
PE217,,PE217-Bahía Catalina / Esq. Sn. José De La.Estrella,-33.554191,-70.612603,,0
PE218,,PE218-Bahía Catalina / Esq. Pablo Vi,-33.552163,-70.613182,,0
PE219,,PE219-José Miguel Carrera / Esq. Punta Arenas,-33.550573,-70.610920,,0
PE220,,PE220-José Miguel Carrera / Esq. Sta. Ma De La.Estrella,-33.550634,-70.608859,,0
PE221,,PE221-José Miguel Carrera / Esq. Avenida Uno,-33.550460,-70.606633,,0
PE796,,PE796-José Miguel Carrera / Esq. Av. Santa Raquel,-33.550417,-70.602942,,0
PE685,,PE685-Santa Amalia / Esq. Eucaliptus,-33.542900,-70.603043,,0
PE686,,PE686-Santa Amalia / Esq. Baco,-33.542945,-70.600057,,0
PE1343,,PE1343-Santa Amalia / Esq. Marte,-33.542998,-70.597312,,0
PE687,,PE687-Santa Amalia / Esq. Manutara,-33.543382,-70.595259,,0
PE688,,PE688-Santa Amalia / Esq. Kibalion,-33.543442,-70.592059,,0
PE689,,PE689-Parada 5 / Paradero 20 Av.Vicuña Mackenna,-33.543486,-70.589725,,0
PE1367,,PE1367-Parada / Paradero 19 Av.Vicuña Mackenna,-33.539928,-70.590711,,0
PE1274,,PE1274-Parada 4 / (M) Rojas Magallanes,-33.535852,-70.592508,,0
PE1441,,PE1441-Parada 12 / (M) Bellavista De La Florida,-33.523399,-70.597947,,0
PD273,,PD273-Av. Américo Vespucio / Esq. Av. Sn. Luis De Macul,-33.507116,-70.589337,,0
PD274,,PD274-Av. Américo Vespucio / Esq. Chillán,-33.503838,-70.588367,,0
PD173,,PD173-Parada 2 / (M) Las Torres,-33.500994,-70.587209,,0
PD275,,PD275-Av. Américo Vespucio / Esq. Pque. Vespucio-Sur,-33.497849,-70.585336,,0
PD276,,PD276-Av. Américo Vespucio / Esq. Pque. Vespucio-Norte,-33.496478,-70.584504,,0
PD277,,PD277-Av. Américo Vespucio / Esq. Llaima,-33.494510,-70.583255,,0
PD278,,PD278-Av. Américo Vespucio / Esq. Los Maitenes,-33.493102,-70.582394,,0
PD174,,PD174-Parada / Rotonda Quilín,-33.490341,-70.580628,,0
PD1356,,PD1356-Parada 2 / (M) Quilín,-33.488756,-70.579150,,0
PD279,,PD279-Parada / Paseo Quilín,-33.485470,-70.579472,,0
PD283,,PD283-Av. Américo Vespucio / Esq. Mar Tirreno,-33.483931,-70.579197,,0
PD175,,PD175-Parada 2 / (M) Los Presidentes,-33.479354,-70.578241,,0
PD280,,PD280-Av. Américo Vespucio / Esq. Avenida El Valle,-33.475527,-70.577447,,0
PD281,,PD281-Av. Américo Vespucio / Esq. El Litoral,-33.473856,-70.577082,,0
PD282,,PD282-Av. Américo Vespucio / Esq. El Lago,-33.472114,-70.576727,,0
PD176,,PD176-Parada 3 / (M) Grecia,-33.470661,-70.576341,,0
PD284,,PD284-Av. Américo Vespucio / Esq. Nueva,-33.467273,-70.575396,,0
PD285,,PD285-Av. Américo Vespucio / Esq. Alonso De Berríos,-33.465394,-70.574690,,0
PD286,,PD286-Av. José Arrieta / Esq. Cruz Almeyda,-33.460083,-70.569390,,0
PD287,,PD287-Av. José Arrieta / Esq. Pasaje Particular,-33.461343,-70.565901,,0
PD288,,PD288-Av. José Arrieta / Esq. Calle 141-A,-33.462448,-70.562652,,0
PD289,,PD289-Av. José Arrieta / Esq. Ictinos,-33.462623,-70.560036,,0
PD290,,PD290-Av. José Arrieta / Esq. Bramante,-33.462652,-70.557963,,0
PD291,,PD291-Av. José Arrieta / Esq. Diego Rojas,-33.462672,-70.556583,,0
PD292,,PD292-Av. José Arrieta / Esq. Calle 132,-33.462674,-70.554699,,0
PD293,,PD293-Av. José Arrieta / Esq. Avenida Tobalaba,-33.462708,-70.551929,,0
PD294,,PD294-Av. José Arrieta / Esq. Jorge Alessandri,-33.463243,-70.547864,,0
PD271,,PD271-Parada / Lider - La Reina,-33.460572,-70.546593,,0
PD1382,,PD1382-Talinay / Esq. Cabo 2Do A. Villegas,-33.458310,-70.543850,,0
PD295,,PD295-Talinay / Esq. Laura Rodríguez,-33.458489,-70.541127,,0
PD296,,PD296-Dip. Laura Rodríguez / Esq. Pasaje 8,-33.455844,-70.540547,,0
PD297,,PD297-Dip. Laura Rodríguez / Esq. Pasaje 15,-33.453546,-70.540215,,0
PD298,,PD298-Parada 4 / Hospital Militar,-33.451930,-70.539976,,0
PD299,,PD299-Avenida Larrain / Esq. Carlos Ossandón,-33.451125,-70.543142,,0
PD300,,PD300-Parada / Aeródromo Tobalaba,-33.450758,-70.546303,,0
PD301,,PD301-Avenida Larrain / Esq. Pedro De Oña,-33.450744,-70.547625,,0
PD302,,PD302-Avenida Larrain / Esq. V. Pérez Rosales,-33.451090,-70.550980,,0
PD303,,PD303-V. Pérez Rosales / Esq. José Zapiola Cortez,-33.449038,-70.551323,,0
PD304,,PD304-V. Pérez Rosales / Esq. Simon González,-33.446411,-70.551403,,0
PD305,,PD305-V. Pérez Rosales / Esq. Av. Simón Bolivar,-33.444778,-70.551986,,0
PD306,,PD306-V. Pérez Rosales / Esq. Avenida Echeñique,-33.442530,-70.553168,,0
PD307,,PD307-V. Pérez Rosales / Esq. Av. Príncipe De Gales,-33.439649,-70.552099,,0
PD308,,PD308-Príncipe De Gales / Esq. S. Izquierdo,-33.439180,-70.555728,,0
PD309,,PD309-Avenida Salvador / Esq. Nocedal,-33.437755,-70.555948,,0
PD310,,PD310-Alc. M. De La Lastra / Esq. Alc. Rutilio Rivas,-33.434911,-70.554699,,0
PD311,,PD311-Parada 4 / Rotonda Tomás Moro,-33.431102,-70.554553,,0
PC129,,PC129-Avenida Tomás Moro / Esq. Lolco,-33.427945,-70.554110,,0
PC130,,PC130-Avenida Tomás Moro / Esq. Alejandro Fleming,-33.425732,-70.554032,,0
PC131,,PC131-Avenida Tomás Moro / Esq. A. De Camargo,-33.422461,-70.553485,,0
PC132,,PC132-Avenida Tomás Moro / Esq. Nicosia,-33.420982,-70.553232,,0
PC1034,,PC1034-Parada 2 / Rotonda Atenas,-33.418585,-70.552797,,0
PC1109,,PC1109-Parada 3 / Rotonda Atenas,-33.418183,-70.551576,,0
PC523,,PC523-Av. Cristóbal Colón / Esq. Guernica,-33.417836,-70.549410,,0
PC524,,PC524-Av. Cristóbal Colón / Esq. Tordesillas,-33.417582,-70.547355,,0
PC525,,PC525-Av. Cristóbal Colón / Esq. Toconao,-33.417314,-70.545302,,0
PC526,,PC526-Av. Cristóbal Colón / Esq. Alhué,-33.417090,-70.543482,,0
PC527,,PC527-Av. Cristóbal Colón / Esq. Ayquina,-33.416771,-70.541622,,0
PC678,,PC678-Av. Padre Hurtado-Sur / Esq. Río Guadiana,-33.413350,-70.540365,,0
PC1134,,PC1134-Av. Padre Hurtado-Sur / Esq. Monroe,-33.411273,-70.541364,,0
PC679,,PC679-Av. Padre Hurtado-Sur / Esq. Patagonia,-33.409711,-70.541969,,0
PC1068,,PC1068-Parada 2 / (M) Los Dominicos,-33.408232,-70.545015,,0
PC139,,PC139-Av. Padre Hurtado / Esq. Paraná,-33.404734,-70.543807,,0
PC140,,PC140-Av. Padre Hurtado / Esq. Bocaccio,-33.401123,-70.544306,,0
PC141,,PC141-Av. Padre Hurtado / Esq. El Alamein,-33.396690,-70.544295,,0
PC142,,PC142-Av. Padre Hurtado / Esq. Av. Las Condes,-33.394368,-70.545204,,0
PC143,,PC143-Parada 4 / Mall Alto Las Condes,-33.392091,-70.547039,,0
PH799,,PH799-Décima Avenida / Esq. 1ª Transversal,-33.513501,-70.658269,,0
PH790,,PH790-Décima Avenida / Esq. 2ª Transversal,-33.512324,-70.662125,,0
PG278,,PG278-Avenida Lo Ovalle / Esq. Ciencias,-33.513357,-70.662598,,0
PG279,,PG279-Parada 3 / Paradero 17 Gran Avenida,-33.514646,-70.658405,,0
PG280,,PG280-Avenida Lo Ovalle / Esq. Esmeralda,-33.515007,-70.656698,,0
PG281,,PG281-Avenida Lo Ovalle / Esq. Angamos,-33.515578,-70.653772,,0
PG282,,PG282-Avenida Lo Ovalle / Esq. María,-33.516026,-70.651534,,0
PG283,,PG283-Avenida Lo Ovalle / Esq. Iquique,-33.516458,-70.649275,,0
PG284,,PG284-Avenida Lo Ovalle / Esq. Covadonga,-33.516928,-70.646945,,0
PG285,,PG285-Avenida Lo Ovalle / Esq. San Francisco,-33.517350,-70.644843,,0
PG286,,PG286-Avenida Lo Ovalle / Esq. Alvear,-33.517888,-70.642171,,0
PG287,,PG287-Avenida Lo Ovalle / Esq. Rivadavia,-33.518419,-70.639507,,0
PG1723,,PG1723-Parada / Paradero 17 Santa Rosa,-33.518849,-70.636961,,0
PE226,,PE226-Avenida Lo Ovalle / Esq. Psje. Libertador,-33.518591,-70.634464,,0
PE1351,,PE1351-Avenida Lo Ovalle / Esq. Los Vilos,-33.518315,-70.631843,,0
PE1350,,PE1350-Avenida Lo Ovalle / Esq. La Serena,-33.517901,-70.628094,,0
PE1346,,PE1346-La Serena / Esq. Padre E.Gumucio V.,-33.519942,-70.627095,,0
PE227,,PE227-La Serena / Esq. José Ghiardo,-33.521903,-70.626319,,0
PE228,,PE228-La Serena / Esq. Yungay,-33.523902,-70.625539,,0
PE74,,PE74-La Serena / Esq. Linares,-33.527223,-70.624494,,0
PE229,,PE229-La Serena / Esq. Combarbalá,-33.529476,-70.623938,,0
PE230,,PE230-La Serena / Esq. Tomé,-33.531717,-70.623122,,0
PE738,,PE738-La Serena / Esq. Padre Juan Meyer,-33.535476,-70.621593,,0
PE231,,PE231-La Serena / Esq. Av. San Gregorio,-33.537460,-70.620770,,0
PE232,,PE232-Av. San Gregorio / Esq. 3 Oriente,-33.537723,-70.618718,,0
PE233,,PE233-Av. San Gregorio / Esq. Coronel,-33.537603,-70.616732,,0
PE234,,PE234-Coronel / Esq. 3 Sur,-33.539848,-70.616280,,0
PE303,,PE303-Coronel / Esq. Manco Capac,-33.543360,-70.615450,,0
PE236,,PE236-Coronel / Esq. Manuel Rodríguez,-33.546154,-70.615240,,0
PE237,,PE237-Sn. José De La.Estrella / Esq. Aragonita,-33.554128,-70.609435,,0
PE238,,PE238-Sn. José De La.Estrella / Esq. Julio César,-33.554124,-70.607504,,0
PE239,,PE239-Sn. José De La.Estrella / Esq. Urbano Vi,-33.554037,-70.604604,,0
PE240,,PE240-Sn. José De La.Estrella / Esq. Av. Santa Raquel,-33.554010,-70.602219,,0
PE241,,PE241-Sn. José De La.Estrella / Esq. Verdi,-33.553866,-70.598078,,0
PE242,,PE242-Sn. José De La.Estrella / Esq. Tauro,-33.553755,-70.595063,,0
PE243,,PE243-Sn. José De La.Estrella / Esq. Manutara,-33.553661,-70.592573,,0
PE244,,PE244-Sn. José De La.Estrella / Esq. Quemchi,-33.553502,-70.589482,,0
PE1342,,PE1342-Parada 7 / (M) San José De La Estrella,-33.553413,-70.586982,,0
PE847,,PE847-Parada 3 / Paradero 24 Av.Vicuña Mackenna,-33.557040,-70.586169,,0
PE848,,PE848-Parada 3 / (M) Los Quillayes,-33.560499,-70.585523,,0
PE849,,PE849-Parada 3 / Paradero 26 Av.Vicuña Mackenna,-33.563573,-70.585001,,0
PE850,,PE850-Parada 3 / Paradero 27 Av.Vicuña Mackenna,-33.565740,-70.584643,,0
PE851,,PE851-Parada 6 / (M) Elisa Correa,-33.568456,-70.584240,,0
PF745,,PF745-Parada 3 / Hospital De Niños,-33.573914,-70.583063,,0
PF746,,PF746-Parada 5 / (M) Hospital Sótero Del Río,-33.575559,-70.582753,,0
PF744,,PF744-Parada 3 / Paradero 31 Av.Vicuña Mackenna,-33.579117,-70.582062,,0
PF142,,PF142-Del Caribe / Esq. Gran Caimán,-33.581724,-70.578082,,0
PF143,,PF143-Maestro Palomo / Esq. C. Aguirres Luco,-33.582700,-70.577589,,0
PF144,,PF144-Maestro Palomo / Esq. Luis Valdés,-33.582632,-70.574364,,0
PF145,,PF145-Maestro Palomo / Esq. Chayavientos,-33.582579,-70.571501,,0
PF146,,PF146-Maestro Palomo / Esq. Apóstol Felipe,-33.582486,-70.569253,,0
PF42,,PF42-Nonato Coo / Esq. Av. L. Matte Larraín,-33.585299,-70.568241,,0
PF43,,PF43-Nonato Coo / Esq. Angel Pimentel,-33.588315,-70.567746,,0
PF44,,PF44-Nonato Coo / Esq. San Hugo,-33.590861,-70.567057,,0
PF45,,PF45-Nonato Coo / Esq. Las Nieves-Oriente,-33.592537,-70.566584,,0
PF46,,PF46-Nonato Coo / Esq. Abogado,-33.594976,-70.566796,,0
PF47,,PF47-Nonato Coo / Esq. Av. San Carlos,-33.596854,-70.566272,,0
PF48,,PF48-Nonato Coo / Esq. El Octante,-33.599216,-70.565803,,0
PF147,,PF147-Nonato Coo / Esq. Domingo Tocornal,-33.601158,-70.565430,,0
PF148,,PF148-Nonato Coo / Esq. Av. Eduardo Cordero,-33.604194,-70.564854,,0
PF839,,PF839-Dr. Eduardo Cordero / Esq. Pasaje 14,-33.604263,-70.562406,,0
PF149,,PF149-Dr. Eduardo Cordero / Esq. Calle 1,-33.604065,-70.560045,,0
PF150,,PF150-Dr. Eduardo Cordero / Esq. Tomé,-33.603861,-70.557341,,0
PF151,,PF151-Dr. Eduardo Cordero / Esq. Cerro Catedral,-33.603724,-70.555642,,0
PF152,,PF152-Dr. Eduardo Cordero / Esq. Cerro Gris,-33.603594,-70.555791,,0
PF153,,PF153-Dr. Eduardo Cordero / Esq. Calle 1,-33.603880,-70.559586,,0
PF840,,PF840-Dr. Eduardo Cordero / Esq. Pasaje 14,-33.604100,-70.562251,,0
PF984,,PF984-Nonato Coo / Esq. Enrique Soro,-33.603898,-70.564803,,0
PF155,,PF155-Nonato Coo / Esq. Domingo Tocornal,-33.601512,-70.565254,,0
PF156,,PF156-Nonato Coo / Esq. El Octante,-33.599486,-70.565631,,0
PF157,,PF157-Nonato Coo / Esq. Av. San Carlos,-33.597263,-70.566055,,0
PF19,,PF19-Nonato Coo / Esq. Caleta Barquito,-33.595271,-70.566607,,0
PF20,,PF20-Nonato Coo / Esq. Las Nieves-Oriente,-33.593091,-70.566439,,0
PF21,,PF21-Nonato Coo / Esq. San Hugo,-33.591268,-70.566803,,0
PF22,,PF22-Nonato Coo / Esq. Angel Pimentel,-33.588834,-70.567497,,0
PF23,,PF23-Nonato Coo / Esq. Av. L. Matte Larraín,-33.585689,-70.568058,,0
PF158,,PF158-Maestro Palomo / Esq. Chayavientos,-33.582464,-70.571167,,0
PF159,,PF159-Maestro Palomo / Esq. Luis Valdés,-33.582552,-70.573981,,0
PF160,,PF160-Maestro Palomo / Esq. Gran Caimán,-33.582615,-70.577582,,0
PF161,,PF161-Parada 6 / Paradero 32 Av.Vicuña Mackenna,-33.582718,-70.580597,,0
PF747,,PF747-Parada 4 / Paradero 32 Av.Vicuña Mackenna,-33.581903,-70.581048,,0
PF272,,PF272-Parada 2 / (M) Hospital Sótero Del Río,-33.576885,-70.582001,,0
PF824,,PF824-Parada 4 / Hospital De Niños,-33.574389,-70.582510,,0
PF770,,PF770-Parada 4 / Portal Concha Y Toro,-33.571326,-70.583132,,0
PF764,,PF764-Parada 2 / (M) Elisa Correa,-33.568089,-70.583731,,0
PE854,,PE854-Parada 4 / Paradero 26 Av.Vicuña Mackenna,-33.564004,-70.584493,,0
PE852,,PE852-Parada 4 / (M) Los Quillayes,-33.560460,-70.585114,,0
PE853,,PE853-Parada 4 / Paradero 24 Av.Vicuña Mackenna,-33.558256,-70.585552,,0
PE1264,,PE1264-Joaquín Tocornal / Esq. Sn. José De La.Estrella,-33.554479,-70.584966,,0
PE247,,PE247-Parada 6 / (M) San José De La Estrella,-33.553287,-70.585912,,0
PE248,,PE248-Sn. José De La.Estrella / Esq. Quemchi,-33.553397,-70.589224,,0
PE249,,PE249-Sn. José De La.Estrella / Esq. Manutara,-33.553500,-70.592067,,0
PE250,,PE250-Sn. José De La.Estrella / Esq. Ramón Freire,-33.553628,-70.595271,,0
PE251,,PE251-Sn. José De La.Estrella / Esq. Verdi,-33.553724,-70.597782,,0
PE252,,PE252-Sn. José De La.Estrella / Esq. Av. Santa Raquel,-33.553862,-70.601491,,0
PE253,,PE253-Sn. José De La.Estrella / Esq. Avenida Uno,-33.553920,-70.605421,,0
PE254,,PE254-Sn. José De La.Estrella / Esq. Sta. Ma De La.Estrella,-33.553972,-70.607685,,0
PE255,,PE255-Sn. José De La.Estrella / Esq. Cerro Colorado,-33.553963,-70.609493,,0
PE256,,PE256-Sn. José De La.Estrella / Esq. Bahía Catalina,-33.553991,-70.612469,,0
PE257,,PE257-Bahía Catalina / Esq. Río Aconcagua,-33.550275,-70.613738,,0
PE258,,PE258-Bahía Catalina / Esq. Chacarilla,-33.548408,-70.614257,,0
PE259,,PE259-Bahía Catalina / Esq. Av.Vicuña Mackenna,-33.546938,-70.614687,,0
PE260,,PE260-Coronel / Esq. Tricolor,-33.545528,-70.615154,,0
PE261,,PE261-Coronel / Esq. Esmeralda,-33.542627,-70.615499,,0
PE262,,PE262-Coronel / Esq. Osorno,-33.539275,-70.616206,,0
PE263,,PE263-Coronel / Esq. Av. San Gregorio,-33.537778,-70.616393,,0
PE264,,PE264-Av. San Gregorio / Esq. Traiguén,-33.537658,-70.618709,,0
PE265,,PE265-Av. San Gregorio / Esq. La Serena,-33.537721,-70.620303,,0
PE266,,PE266-La Serena / Esq. Pasaje 3 Norte,-33.535257,-70.621588,,0
PE267,,PE267-La Serena / Esq. Tomé,-33.532322,-70.622783,,0
PE268,,PE268-La Serena / Esq. Combarbalá,-33.530075,-70.623331,,0
PE269,,PE269-La Serena / Esq. Linares,-33.527655,-70.624261,,0
PE270,,PE270-La Serena / Esq. Calle H,-33.522300,-70.626049,,0
PE271,,PE271-La Serena / Esq. Pde. E. G. Vives,-33.520466,-70.626790,,0
PE272,,PE272-La Serena / Esq. Avenida Lo Ovalle,-33.518037,-70.627781,,0
PH241,,PH241-Avenida Lo Ovalle / Esq. Juan Planas,-33.517958,-70.630367,,0
PH242,,PH242-Avenida Lo Ovalle / Esq. Berlioz,-33.518328,-70.633354,,0
PH243,,PH243-Parada / Paradero 17 Santa Rosa,-33.518638,-70.636357,,0
PH244,,PH244-Avenida Lo Ovalle / Esq. Rivadavia,-33.518410,-70.639192,,0
PH245,,PH245-Avenida Lo Ovalle / Esq. Macaroff,-33.517644,-70.643014,,0
PH246,,PH246-Avenida Lo Ovalle / Esq. San Petersburgo,-33.516766,-70.647456,,0
PH247,,PH247-Avenida Lo Ovalle / Esq. María,-33.516069,-70.650942,,0
PH248,,PH248-Avenida Lo Ovalle / Esq. Esmeralda,-33.515191,-70.655411,,0
