Comuna;TOTAL
SANTIAGO;27
SANTIAGO;1
SANTIAGO;133
SANTIAGO;202
SANTIAGO;149
SANTIAGO;115
SANTIAGO;267
SANTIAGO;0
SANTIAGO;59
SANTIAGO;13
SANTIAGO;46
SANTIAGO;1
SANTIAGO;91
SANTIAGO;1
SANTIAGO;48
SANTIAGO;58
SANTIAGO;48
SANTIAGO;91
SANTIAGO;12
SANTIAGO;54
SANTIAGO;46
SANTIAGO;69
SANTIAGO;57
SANTIAGO;0
SANTIAGO;102
SANTIAGO;0
SANTIAGO;14
SANTIAGO;0
SANTIAGO;46
SANTIAGO;70
SANTIAGO;45
SANTIAGO;40
SANTIAGO;0
SANTIAGO;77
SANTIAGO;12
SANTIAGO;27
SANTIAGO;60
SANTIAGO;1
SANTIAGO;1
SANTIAGO;0
SANTIAGO;1
SANTIAGO;32
SANTIAGO;2
SANTIAGO;2
SANTIAGO;11
SANTIAGO;46
SANTIAGO;145
SANTIAGO;0
SANTIAGO;85
SANTIAGO;0
SANTIAGO;5
SANTIAGO;1
SANTIAGO;0
SANTIAGO;0
SANTIAGO;307
SANTIAGO;5
SANTIAGO;175
SANTIAGO;133
SANTIAGO;29
SANTIAGO;0
SANTIAGO;4
SANTIAGO;40
SANTIAGO;0
SANTIAGO;1
SANTIAGO;0
SANTIAGO;0
SANTIAGO;3
SANTIAGO;1
SANTIAGO;1
SANTIAGO;0
SANTIAGO;120
SANTIAGO;1
SANTIAGO;13
SANTIAGO;5
SANTIAGO;0
SANTIAGO;180
SANTIAGO;0
SANTIAGO;41
SANTIAGO;90
SANTIAGO;0
SANTIAGO;143
SANTIAGO;2
SANTIAGO;1
SANTIAGO;11
SANTIAGO;1
SANTIAGO;77
SANTIAGO;15
SANTIAGO;41
SANTIAGO;10
SANTIAGO;1
SANTIAGO;44
SANTIAGO;41
SANTIAGO;0
SANTIAGO;1
SANTIAGO;22
SANTIAGO;3
SANTIAGO;14
SANTIAGO;326
SANTIAGO;212
SANTIAGO;175
SANTIAGO;21
SANTIAGO;22
SANTIAGO;36
SANTIAGO;38
SANTIAGO;156
SANTIAGO;138
SANTIAGO;19
SANTIAGO;7
SANTIAGO;2
SANTIAGO;35
SANTIAGO;8
SANTIAGO;32
SANTIAGO;5
SANTIAGO;4
SANTIAGO;8
SANTIAGO;21
SANTIAGO;2
SANTIAGO;28
SANTIAGO;78
SANTIAGO;0
SANTIAGO;128
SANTIAGO;53
SANTIAGO;72
SANTIAGO;13
SANTIAGO;61
SANTIAGO;3
SANTIAGO;0
SANTIAGO;0
SANTIAGO;92
SANTIAGO;128
SANTIAGO;0
SANTIAGO;79
SANTIAGO;0
SANTIAGO;3
SANTIAGO;173
SANTIAGO;14
SANTIAGO;1
SANTIAGO;128
SANTIAGO;95
SANTIAGO;11
SANTIAGO;19
SANTIAGO;62
SANTIAGO;101
SANTIAGO;138
SANTIAGO;12
SANTIAGO;1
SANTIAGO;81
SANTIAGO;1
SANTIAGO;56
SANTIAGO;153
SANTIAGO;1
SANTIAGO;98
SANTIAGO;48
SANTIAGO;0
SANTIAGO;3
SANTIAGO;29
SANTIAGO;56
SANTIAGO;28
SANTIAGO;22
SANTIAGO;40
SANTIAGO;45
SANTIAGO;1
SANTIAGO;1
SANTIAGO;2
SANTIAGO;2
SANTIAGO;34
SANTIAGO;33
SANTIAGO;23
SANTIAGO;50
SANTIAGO;26
SANTIAGO;4
SANTIAGO;18
SANTIAGO;1
SANTIAGO;0
SANTIAGO;24
SANTIAGO;0
SANTIAGO;22
SANTIAGO;75
SANTIAGO;116
SANTIAGO;1
SANTIAGO;0
SANTIAGO;110
SANTIAGO;0
SANTIAGO;14
SANTIAGO;3
SANTIAGO;8
SANTIAGO;132
SANTIAGO;64
SANTIAGO;94
SANTIAGO;143
SANTIAGO;2
SANTIAGO;0
SANTIAGO;16
SANTIAGO;102
SANTIAGO;1
SANTIAGO;174
SANTIAGO;68
SANTIAGO;0
SANTIAGO;76
SANTIAGO;111
SANTIAGO;59
SANTIAGO;117
SANTIAGO;4
SANTIAGO;13
SANTIAGO;127
SANTIAGO;88
SANTIAGO;1
SANTIAGO;1
SANTIAGO;108
SANTIAGO;1
SANTIAGO;113
SANTIAGO;0
SANTIAGO;87
SANTIAGO;64
SANTIAGO;1
SANTIAGO;76
SANTIAGO;0
SANTIAGO;48
SANTIAGO;35
SANTIAGO;106
SANTIAGO;1
SANTIAGO;0
SANTIAGO;1
SANTIAGO;57
SANTIAGO;55
SANTIAGO;44
SANTIAGO;7
SANTIAGO;0
SANTIAGO;2
SANTIAGO;0
SANTIAGO;0
SANTIAGO;102
SANTIAGO;1
SANTIAGO;91
SANTIAGO;2
SANTIAGO;107
SANTIAGO;42
SANTIAGO;0
SANTIAGO;28
SANTIAGO;59
SANTIAGO;50
SANTIAGO;49
SANTIAGO;30
SANTIAGO;7
SANTIAGO;53
SANTIAGO;1
SANTIAGO;0
SANTIAGO;0
SANTIAGO;1
SANTIAGO;0
SANTIAGO;3
SANTIAGO;6
SANTIAGO;0
SANTIAGO;11
SANTIAGO;65
SANTIAGO;45
SANTIAGO;0
SANTIAGO;3
SANTIAGO;1
SANTIAGO;31
SANTIAGO;71
SANTIAGO;17
SANTIAGO;10
SANTIAGO;112
SANTIAGO;1
SANTIAGO;1
SANTIAGO;15
SANTIAGO;7
SANTIAGO;52
SANTIAGO;0
SANTIAGO;3
SANTIAGO;13
SANTIAGO;4
SANTIAGO;2
SANTIAGO;116
SANTIAGO;45
SANTIAGO;2
SANTIAGO;6
SANTIAGO;13
SANTIAGO;3
SANTIAGO;39
SANTIAGO;1
SANTIAGO;2
SANTIAGO;3
SANTIAGO;63
SANTIAGO;9
SANTIAGO;7
SANTIAGO;14
SANTIAGO;0
SANTIAGO;9
SANTIAGO;5
SANTIAGO;0
SANTIAGO;1
SANTIAGO;3
SANTIAGO;0
SANTIAGO;60
SANTIAGO;28
SANTIAGO;14
SANTIAGO;5
SANTIAGO;13
SANTIAGO;7
SANTIAGO;13
SANTIAGO;7
SANTIAGO;3
SANTIAGO;26
SANTIAGO;1
SANTIAGO;3
SANTIAGO;12
SANTIAGO;0
SANTIAGO;2
SANTIAGO;0
SANTIAGO;219
SANTIAGO;0
SANTIAGO;0
SANTIAGO;81
SANTIAGO;52
SANTIAGO;1
SANTIAGO;108
SANTIAGO;66
SANTIAGO;106
SANTIAGO;2
SANTIAGO;0
SANTIAGO;0
SANTIAGO;16
SANTIAGO;1
SANTIAGO;2
SANTIAGO;227
SANTIAGO;3
SANTIAGO;1
SANTIAGO;0
SANTIAGO;1
SANTIAGO;167
SANTIAGO;2
SANTIAGO;0
SANTIAGO;60
SANTIAGO;11
SANTIAGO;64
SANTIAGO;47
SANTIAGO;8
SANTIAGO;0
SANTIAGO;45
SANTIAGO;184
SANTIAGO;195
SANTIAGO;3
SANTIAGO;42
SANTIAGO;146
SANTIAGO;1
SANTIAGO;114
SANTIAGO;54
SANTIAGO;90
SANTIAGO;4
SANTIAGO;21
SANTIAGO;28
SANTIAGO;18
SANTIAGO;8
SANTIAGO;4
SANTIAGO;1
SANTIAGO;30
SANTIAGO;65
SANTIAGO;121
SANTIAGO;5
SANTIAGO;184
SANTIAGO;1
SANTIAGO;0
SANTIAGO;36
SANTIAGO;0
SANTIAGO;10
SANTIAGO;27
SANTIAGO;6
SANTIAGO;28
SANTIAGO;0
SANTIAGO;1
SANTIAGO;1
SANTIAGO;2
SANTIAGO;6
SANTIAGO;1
SANTIAGO;0
SANTIAGO;4
SANTIAGO;181
SANTIAGO;24
SANTIAGO;16
SANTIAGO;4
SANTIAGO;15
SANTIAGO;4
SANTIAGO;11
SANTIAGO;29
SANTIAGO;45
SANTIAGO;95
SANTIAGO;101
SANTIAGO;272
SANTIAGO;0
SANTIAGO;34
SANTIAGO;0
SANTIAGO;1
SANTIAGO;58
SANTIAGO;109
SANTIAGO;347
SANTIAGO;99
SANTIAGO;1
SANTIAGO;104
SANTIAGO;6
SANTIAGO;57
SANTIAGO;12
SANTIAGO;0
SANTIAGO;20
SANTIAGO;37
SANTIAGO;3
SANTIAGO;7
SANTIAGO;2
SANTIAGO;3
SANTIAGO;15
SANTIAGO;0
SANTIAGO;7
SANTIAGO;0
SANTIAGO;0
SANTIAGO;31
SANTIAGO;4
SANTIAGO;34
SANTIAGO;29
SANTIAGO;8
SANTIAGO;11
SANTIAGO;3
SANTIAGO;42
SANTIAGO;13
SANTIAGO;38
SANTIAGO;28
SANTIAGO;0
SANTIAGO;80
SANTIAGO;54
SANTIAGO;1
SANTIAGO;23
SANTIAGO;18
SANTIAGO;3
SANTIAGO;28
SANTIAGO;29
SANTIAGO;12
SANTIAGO;0
SANTIAGO;12
SANTIAGO;20
SANTIAGO;24
SANTIAGO;21
SANTIAGO;58
SANTIAGO;26
SANTIAGO;0
SANTIAGO;0
SANTIAGO;277
SANTIAGO;2
SANTIAGO;206
SANTIAGO;29
SANTIAGO;326
SANTIAGO;115
SANTIAGO;19
SANTIAGO;32
SANTIAGO;78
SANTIAGO;0
SANTIAGO;100
SANTIAGO;157
SANTIAGO;6
SANTIAGO;2
SANTIAGO;120
SANTIAGO;1
SANTIAGO;7
SANTIAGO;5
SANTIAGO;16
SANTIAGO;171
SANTIAGO;0
SANTIAGO;4
SANTIAGO;10
SANTIAGO;105
SANTIAGO;2
SANTIAGO;3
SANTIAGO;12
SANTIAGO;5
SANTIAGO;2
SANTIAGO;272
SANTIAGO;32
SANTIAGO;4
SANTIAGO;62
SANTIAGO;53
SANTIAGO;8
SANTIAGO;17
SANTIAGO;111
SANTIAGO;10
SANTIAGO;2
SANTIAGO;19
SANTIAGO;321
SANTIAGO;2
SANTIAGO;26
SANTIAGO;161
SANTIAGO;2
SANTIAGO;28
SANTIAGO;169
SANTIAGO;2
SANTIAGO;219
SANTIAGO;156
SANTIAGO;70
SANTIAGO;23
SANTIAGO;4
SANTIAGO;94
SANTIAGO;272
SANTIAGO;19
SANTIAGO;14
SANTIAGO;96
SANTIAGO;94
SANTIAGO;61
SANTIAGO;8
SANTIAGO;68
SANTIAGO;89
SANTIAGO;136
SANTIAGO;3
SANTIAGO;24
SANTIAGO;4
SANTIAGO;8
SANTIAGO;57
SANTIAGO;36
SANTIAGO;172
SANTIAGO;92
SANTIAGO;3
SANTIAGO;1
SANTIAGO;12
SANTIAGO;62
SANTIAGO;17
SANTIAGO;39
SANTIAGO;61
SANTIAGO;78
SANTIAGO;48
SANTIAGO;6
SANTIAGO;3
SANTIAGO;41
SANTIAGO;1
SANTIAGO;43
SANTIAGO;79
SANTIAGO;10
SANTIAGO;75
SANTIAGO;117
SANTIAGO;21
SANTIAGO;3
SANTIAGO;170
SANTIAGO;169
SANTIAGO;0
SANTIAGO;142
SANTIAGO;308
SANTIAGO;2
SANTIAGO;125
SANTIAGO;120
SANTIAGO;30
SANTIAGO;144
SANTIAGO;0
SANTIAGO;1
SANTIAGO;53
SANTIAGO;6
SANTIAGO;83
SANTIAGO;1
SANTIAGO;0
SANTIAGO;76
SANTIAGO;2
SANTIAGO;130
SANTIAGO;3
SANTIAGO;7
SANTIAGO;486
SANTIAGO;141
SANTIAGO;180
SANTIAGO;169
SANTIAGO;0
SANTIAGO;273
SANTIAGO;39
SANTIAGO;103
SANTIAGO;4
SANTIAGO;125
SANTIAGO;85
SANTIAGO;0
SANTIAGO;1
SANTIAGO;137
SANTIAGO;181
SANTIAGO;74
SANTIAGO;25
SANTIAGO;3
SANTIAGO;3
SANTIAGO;100
SANTIAGO;388
SANTIAGO;55
SANTIAGO;2
SANTIAGO;38
SANTIAGO;71
SANTIAGO;16
SANTIAGO;3
SANTIAGO;78
SANTIAGO;41
SANTIAGO;0
SANTIAGO;0
SANTIAGO;278
SANTIAGO;118
SANTIAGO;116
SANTIAGO;0
SANTIAGO;26
SANTIAGO;65
SANTIAGO;297
SANTIAGO;110
SANTIAGO;25
SANTIAGO;1
SANTIAGO;1
SANTIAGO;104
SANTIAGO;0
SANTIAGO;0
SANTIAGO;45
SANTIAGO;113
SANTIAGO;19
SANTIAGO;115
SANTIAGO;144
SANTIAGO;4
SANTIAGO;1
SANTIAGO;94
SANTIAGO;334
SANTIAGO;143
SANTIAGO;92
SANTIAGO;19
SANTIAGO;9
SANTIAGO;28
SANTIAGO;8
SANTIAGO;24
SANTIAGO;1
SANTIAGO;61
SANTIAGO;14
SANTIAGO;79
SANTIAGO;1
SANTIAGO;78
SANTIAGO;11
SANTIAGO;149
SANTIAGO;29
SANTIAGO;0
SANTIAGO;10
SANTIAGO;51
SANTIAGO;189
SANTIAGO;0
SANTIAGO;5
SANTIAGO;1
SANTIAGO;1
SANTIAGO;74
SANTIAGO;1
SANTIAGO;21
SANTIAGO;6
SANTIAGO;135
SANTIAGO;1
SANTIAGO;0
SANTIAGO;11
SANTIAGO;115
SANTIAGO;19
SANTIAGO;41
SANTIAGO;60
SANTIAGO;183
SANTIAGO;2
SANTIAGO;72
SANTIAGO;18
SANTIAGO;66
SANTIAGO;11
SANTIAGO;55
SANTIAGO;35
SANTIAGO;19
SANTIAGO;38
SANTIAGO;6
SANTIAGO;1
SANTIAGO;1
SANTIAGO;140
SANTIAGO;6
SANTIAGO;2
SANTIAGO;109
SANTIAGO;47
SANTIAGO;106
SANTIAGO;0
SANTIAGO;12
SANTIAGO;20
SANTIAGO;28
SANTIAGO;31
SANTIAGO;14
SANTIAGO;49
SANTIAGO;1
SANTIAGO;5
SANTIAGO;33
SANTIAGO;2
SANTIAGO;6
SANTIAGO;36
SANTIAGO;2
SANTIAGO;49
SANTIAGO;5
SANTIAGO;1
SANTIAGO;95
SANTIAGO;18
SANTIAGO;74
SANTIAGO;12
SANTIAGO;66
SANTIAGO;39
SANTIAGO;15
SANTIAGO;33
SANTIAGO;27
SANTIAGO;311
SANTIAGO;347
SANTIAGO;3
SANTIAGO;4
SANTIAGO;104
SANTIAGO;280
SANTIAGO;26
SANTIAGO;49
SANTIAGO;2
SANTIAGO;61
SANTIAGO;10
SANTIAGO;38
SANTIAGO;4
SANTIAGO;25
SANTIAGO;8
SANTIAGO;5
SANTIAGO;33
SANTIAGO;9
SANTIAGO;64
SANTIAGO;42
SANTIAGO;1
SANTIAGO;2
SANTIAGO;19
SANTIAGO;50
SANTIAGO;0
SANTIAGO;4
SANTIAGO;40
SANTIAGO;1
SANTIAGO;15
SANTIAGO;8
SANTIAGO;24
SANTIAGO;34
SANTIAGO;9
SANTIAGO;1
SANTIAGO;33
SANTIAGO;35
SANTIAGO;0
SANTIAGO;0
SANTIAGO;1
SANTIAGO;2
SANTIAGO;49
SANTIAGO;35
SANTIAGO;0
SANTIAGO;38
SANTIAGO;8
SANTIAGO;19
SANTIAGO;9
SANTIAGO;12
SANTIAGO;2
SANTIAGO;3
SANTIAGO;16
SANTIAGO;33
SANTIAGO;34
SANTIAGO;1
SANTIAGO;0
SANTIAGO;39
SANTIAGO;0
SANTIAGO;1
SANTIAGO;8
SANTIAGO;0
SANTIAGO;19
SANTIAGO;80
SANTIAGO;41
SANTIAGO;44
SANTIAGO;6
SANTIAGO;0
SANTIAGO;36
SANTIAGO;2
SANTIAGO;9
SANTIAGO;19
SANTIAGO;91
SANTIAGO;5
SANTIAGO;28
SANTIAGO;2
SANTIAGO;33
SANTIAGO;4
SANTIAGO;51
SANTIAGO;20
SANTIAGO;11
SANTIAGO;24
SANTIAGO;9
SANTIAGO;131
SANTIAGO;14
SANTIAGO;31
SANTIAGO;133
SANTIAGO;0
SANTIAGO;0
SANTIAGO;90
SANTIAGO;34
SANTIAGO;91
SANTIAGO;85
SANTIAGO;1
SANTIAGO;0
SANTIAGO;14
SANTIAGO;0
SANTIAGO;10
SANTIAGO;0
SANTIAGO;0
SANTIAGO;0
SANTIAGO;2
SANTIAGO;1
SANTIAGO;1
SANTIAGO;28
SANTIAGO;4
SANTIAGO;19
SANTIAGO;24
SANTIAGO;1
SANTIAGO;1
SANTIAGO;5
SANTIAGO;96
SANTIAGO;3
SANTIAGO;105
SANTIAGO;96
SANTIAGO;3
SANTIAGO;4
SANTIAGO;0
SANTIAGO;14
SANTIAGO;17
SANTIAGO;1
SANTIAGO;13
SANTIAGO;38
SANTIAGO;17
SANTIAGO;1
SANTIAGO;43
SANTIAGO;0
SANTIAGO;3
SANTIAGO;35
SANTIAGO;2
SANTIAGO;28
SANTIAGO;0
SANTIAGO;2
SANTIAGO;72
SANTIAGO;89
SANTIAGO;23
SANTIAGO;53
SANTIAGO;44
SANTIAGO;26
SANTIAGO;40
SANTIAGO;12
SANTIAGO;1
SANTIAGO;1
SANTIAGO;0
SANTIAGO;25
SANTIAGO;36
SANTIAGO;7
SANTIAGO;4
SANTIAGO;25
SANTIAGO;7
SANTIAGO;90
SANTIAGO;1
SANTIAGO;57
SANTIAGO;1
SANTIAGO;38
SANTIAGO;28
SANTIAGO;2
SANTIAGO;308
SANTIAGO;211
SANTIAGO;198
SANTIAGO;304
SANTIAGO;462
SANTIAGO;9
SANTIAGO;1
SANTIAGO;163
SANTIAGO;221
SANTIAGO;31
SANTIAGO;250
SANTIAGO;0
SANTIAGO;8
SANTIAGO;177
SANTIAGO;0
SANTIAGO;407
SANTIAGO;2
SANTIAGO;39
SANTIAGO;31
SANTIAGO;21
SANTIAGO;52
SANTIAGO;0
SANTIAGO;89
SANTIAGO;0
SANTIAGO;22
SANTIAGO;15
SANTIAGO;8
SANTIAGO;8
SANTIAGO;6
SANTIAGO;154
SANTIAGO;5
SANTIAGO;1
SANTIAGO;72
SANTIAGO;70
SANTIAGO;138
SANTIAGO;399
SANTIAGO;386
SANTIAGO;181
SANTIAGO;60
SANTIAGO;60
SANTIAGO;0
SANTIAGO;26
SANTIAGO;5
SANTIAGO;42
SANTIAGO;1
SANTIAGO;1
SANTIAGO;89
SANTIAGO;70
SANTIAGO;10
SANTIAGO;36
SANTIAGO;15
SANTIAGO;0
SANTIAGO;1
SANTIAGO;90
SANTIAGO;0
SANTIAGO;0
SANTIAGO;113
SANTIAGO;124
SANTIAGO;0
SANTIAGO;8
SANTIAGO;94
SANTIAGO;15
SANTIAGO;0
SANTIAGO;106
SANTIAGO;60
SANTIAGO;122
SANTIAGO;1
SANTIAGO;28
SANTIAGO;56
SANTIAGO;8
SANTIAGO;1
SANTIAGO;2
SANTIAGO;70
SANTIAGO;106
SANTIAGO;20
SANTIAGO;5
SANTIAGO;223
SANTIAGO;194
SANTIAGO;63
SANTIAGO;25
SANTIAGO;94
SANTIAGO;4
SANTIAGO;33
SANTIAGO;20
SANTIAGO;67
SANTIAGO;131
SANTIAGO;1
SANTIAGO;47
SANTIAGO;6
SANTIAGO;55
SANTIAGO;23
SANTIAGO;95
SANTIAGO;55
SANTIAGO;4
SANTIAGO;159
SANTIAGO;4
SANTIAGO;15
SANTIAGO;106
SANTIAGO;85
SANTIAGO;119
SANTIAGO;22
SANTIAGO;98
SANTIAGO;37
SANTIAGO;190
SANTIAGO;2
SANTIAGO;2
SANTIAGO;2
SANTIAGO;4
SANTIAGO;40
SANTIAGO;63
SANTIAGO;28
SANTIAGO;54
SANTIAGO;0
SANTIAGO;0
SANTIAGO;12
SANTIAGO;21
SANTIAGO;23
SANTIAGO;0
SANTIAGO;0
SANTIAGO;16
SANTIAGO;3
SANTIAGO;5
SANTIAGO;42
SANTIAGO;0
SANTIAGO;0
SANTIAGO;5
SANTIAGO;5
SANTIAGO;80
SANTIAGO;54
SANTIAGO;1
SANTIAGO;1
SANTIAGO;0
SANTIAGO;40
SANTIAGO;126
SANTIAGO;27
SANTIAGO;74
SANTIAGO;46
SANTIAGO;99
SANTIAGO;9
SANTIAGO;90
SANTIAGO;4
SANTIAGO;68
SANTIAGO;40
SANTIAGO;50
SANTIAGO;3
SANTIAGO;1
SANTIAGO;3
SANTIAGO;0
SANTIAGO;32
SANTIAGO;0
SANTIAGO;0
SANTIAGO;0
SANTIAGO;14
SANTIAGO;102
SANTIAGO;126
SANTIAGO;30
SANTIAGO;163
SANTIAGO;57
SANTIAGO;98
SANTIAGO;154
SANTIAGO;35
SANTIAGO;115
SANTIAGO;0
SANTIAGO;6
SANTIAGO;26
SANTIAGO;5
SANTIAGO;1
SANTIAGO;47
SANTIAGO;20
SANTIAGO;0
SANTIAGO;1
SANTIAGO;1
SANTIAGO;63
SANTIAGO;1
SANTIAGO;74
SANTIAGO;1
SANTIAGO;9
SANTIAGO;55
SANTIAGO;15
SANTIAGO;0
SANTIAGO;11
SANTIAGO;70
SANTIAGO;50
SANTIAGO;26
SANTIAGO;16
SANTIAGO;7
SANTIAGO;0
SANTIAGO;0
SANTIAGO;1
SANTIAGO;31
SANTIAGO;25
SANTIAGO;100
SANTIAGO;0
SANTIAGO;0
SANTIAGO;3
SANTIAGO;54
SANTIAGO;1
SANTIAGO;0
SANTIAGO;39
SANTIAGO;48
SANTIAGO;0
SANTIAGO;79
SANTIAGO;7
SANTIAGO;59
SANTIAGO;8
SANTIAGO;0
SANTIAGO;0
SANTIAGO;0
SANTIAGO;0
SANTIAGO;12
SANTIAGO;0
SANTIAGO;23
SANTIAGO;7
SANTIAGO;64
SANTIAGO;89
SANTIAGO;86
SANTIAGO;2
SANTIAGO;0
SANTIAGO;0
SANTIAGO;0
SANTIAGO;5
SANTIAGO;103
SANTIAGO;13
SANTIAGO;54
SANTIAGO;88
SANTIAGO;0
SANTIAGO;115
SANTIAGO;28
SANTIAGO;1
SANTIAGO;90
SANTIAGO;1
SANTIAGO;1
SANTIAGO;110
SANTIAGO;8
SANTIAGO;49
SANTIAGO;180
SANTIAGO;8
SANTIAGO;1
SANTIAGO;45
SANTIAGO;30
SANTIAGO;4
SANTIAGO;120
SANTIAGO;0
SANTIAGO;85
SANTIAGO;3
SANTIAGO;9
SANTIAGO;42
SANTIAGO;0
SANTIAGO;11
SANTIAGO;1
SANTIAGO;1
SANTIAGO;155
SANTIAGO;0
SANTIAGO;8
SANTIAGO;0
SANTIAGO;50
SANTIAGO;0
SANTIAGO;13
SANTIAGO;5
SANTIAGO;11
SANTIAGO;3
SANTIAGO;56
SANTIAGO;15
SANTIAGO;0
SANTIAGO;6
SANTIAGO;16
SANTIAGO;16
SANTIAGO;21
SANTIAGO;0
SANTIAGO;2
SANTIAGO;1
SANTIAGO;8
SANTIAGO;444
SANTIAGO;1.156
SANTIAGO;1
SANTIAGO;0
SANTIAGO;0
SANTIAGO;0
SANTIAGO;248
SANTIAGO;17
SANTIAGO;221
SANTIAGO;0
SANTIAGO;9
SANTIAGO;2
SANTIAGO;2
SANTIAGO;337
SANTIAGO;11
SANTIAGO;5
SANTIAGO;0
SANTIAGO;2
SANTIAGO;136
SANTIAGO;0
SANTIAGO;1
SANTIAGO;54
SANTIAGO;88
SANTIAGO;3
SANTIAGO;16
SANTIAGO;152
SANTIAGO;0
SANTIAGO;17
SANTIAGO;1
SANTIAGO;203
SANTIAGO;77
SANTIAGO;22
SANTIAGO;16
SANTIAGO;128
SANTIAGO;3
SANTIAGO;18
SANTIAGO;111
SANTIAGO;17
SANTIAGO;1
SANTIAGO;2
SANTIAGO;39
SANTIAGO;171
SANTIAGO;45
SANTIAGO;17
SANTIAGO;380
SANTIAGO;13
SANTIAGO;32
SANTIAGO;99
SANTIAGO;19
SANTIAGO;34
SANTIAGO;59
SANTIAGO;81
SANTIAGO;20
SANTIAGO;24
SANTIAGO;2
SANTIAGO;2
SANTIAGO;94
SANTIAGO;0
SANTIAGO;1
SANTIAGO;106
SANTIAGO;1
SANTIAGO;1
SANTIAGO;4
SANTIAGO;1
SANTIAGO;1
SANTIAGO;4
SANTIAGO;37
SANTIAGO;152
SANTIAGO;1
SANTIAGO;50
SANTIAGO;51
SANTIAGO;5
SANTIAGO;43
SANTIAGO;36
SANTIAGO;71
SANTIAGO;1
SANTIAGO;37
SANTIAGO;0
SANTIAGO;43
SANTIAGO;7
SANTIAGO;50
SANTIAGO;104
SANTIAGO;17
SANTIAGO;53
SANTIAGO;106
SANTIAGO;2
SANTIAGO;37
SANTIAGO;12
SANTIAGO;10
SANTIAGO;23
SANTIAGO;6
SANTIAGO;9
SANTIAGO;26
SANTIAGO;16
SANTIAGO;10
SANTIAGO;3
SANTIAGO;11
SANTIAGO;1
SANTIAGO;9
SANTIAGO;9
SANTIAGO;1
SANTIAGO;46
SANTIAGO;0
SANTIAGO;0
SANTIAGO;20
SANTIAGO;14
SANTIAGO;9
SANTIAGO;14
SANTIAGO;0
SANTIAGO;13
SANTIAGO;76
SANTIAGO;48
SANTIAGO;29
SANTIAGO;0
SANTIAGO;89
SANTIAGO;0
SANTIAGO;41
SANTIAGO;1
SANTIAGO;114
SANTIAGO;1
SANTIAGO;146
SANTIAGO;123
SANTIAGO;28
SANTIAGO;89
SANTIAGO;0
SANTIAGO;11
SANTIAGO;2
SANTIAGO;15
SANTIAGO;25
SANTIAGO;1
SANTIAGO;13
SANTIAGO;3
SANTIAGO;19
SANTIAGO;0
SANTIAGO;4
SANTIAGO;27
SANTIAGO;1
SANTIAGO;26
SANTIAGO;0
SANTIAGO;8
SANTIAGO;5
SANTIAGO;10
SANTIAGO;2
SANTIAGO;8
SANTIAGO;2
SANTIAGO;19
SANTIAGO;50
SANTIAGO;6
SANTIAGO;45
SANTIAGO;0
SANTIAGO;36
SANTIAGO;1
SANTIAGO;7
SANTIAGO;14
SANTIAGO;9
SANTIAGO;3
SANTIAGO;0
SANTIAGO;5
SANTIAGO;9
SANTIAGO;45
SANTIAGO;8
SANTIAGO;70
SANTIAGO;6
SANTIAGO;19
SANTIAGO;76
SANTIAGO;13
SANTIAGO;0
SANTIAGO;28
SANTIAGO;6
SANTIAGO;19
SANTIAGO;5
SANTIAGO;41
SANTIAGO;5
SANTIAGO;77
SANTIAGO;0
SANTIAGO;11
SANTIAGO;7
SANTIAGO;17
SANTIAGO;0
SANTIAGO;0
SANTIAGO;3
SANTIAGO;1
SANTIAGO;0
SANTIAGO;0
SANTIAGO;25
SANTIAGO;135
SANTIAGO;82
SANTIAGO;33
SANTIAGO;1
SANTIAGO;1
SANTIAGO;125
SANTIAGO;10
SANTIAGO;92
SANTIAGO;72
SANTIAGO;33
SANTIAGO;1
SANTIAGO;63
SANTIAGO;16
SANTIAGO;36
SANTIAGO;57
SANTIAGO;18
SANTIAGO;1
SANTIAGO;61
SANTIAGO;0
SANTIAGO;27
SANTIAGO;0
SANTIAGO;1
SANTIAGO;5
SANTIAGO;1
SANTIAGO;1
SANTIAGO;46
SANTIAGO;15
SANTIAGO;5
SANTIAGO;1
SANTIAGO;58
SANTIAGO;7
SANTIAGO;150
SANTIAGO;49
SANTIAGO;2
SANTIAGO;41
SANTIAGO;1
SANTIAGO;1
SANTIAGO;31
SANTIAGO;11
SANTIAGO;11
SANTIAGO;13
SANTIAGO;3
SANTIAGO;0
SANTIAGO;4
SANTIAGO;0
SANTIAGO;1
SANTIAGO;2
SANTIAGO;1
SANTIAGO;2
SANTIAGO;6
SANTIAGO;6
SANTIAGO;5
SANTIAGO;8
SANTIAGO;1
SANTIAGO;46
SANTIAGO;1
SANTIAGO;0
SANTIAGO;1
SANTIAGO;55
SANTIAGO;99
SANTIAGO;69
SANTIAGO;59
SANTIAGO;2
SANTIAGO;22
SANTIAGO;3
SANTIAGO;4
SANTIAGO;18
SANTIAGO;7
SANTIAGO;20
SANTIAGO;32
SANTIAGO;36
SANTIAGO;4
SANTIAGO;14
SANTIAGO;113
SANTIAGO;0
SANTIAGO;36
SANTIAGO;0
SANTIAGO;1
SANTIAGO;0
SANTIAGO;40
SANTIAGO;4
SANTIAGO;0
SANTIAGO;15
SANTIAGO;53
SANTIAGO;26
SANTIAGO;0
SANTIAGO;0
SANTIAGO;54
SANTIAGO;33
SANTIAGO;45
SANTIAGO;25
SANTIAGO;64
